,Depth CSF-B (m),Reflectance L*,Reflectance a*,Reflectance b*,Tristimulus X,Tristimulus Y,Tristimulus Z
16812,310.28,37.5,1.7,-2.2,9.5,9.8,11.3
16813,310.3,37.5,1.7,-1.9,9.5,9.8,11.2
16814,310.32,35.0,2.2,-1.5,8.3,8.5,9.6
16815,310.34,36.0,1.4,-1.3,8.7,9.0,10.1
16816,310.36,33.8,2.0,-2.4,7.7,7.9,9.2
16817,310.38,34.4,2.1,-2.2,8.0,8.2,9.5
16818,310.4,31.1,1.5,-1.5,6.5,6.7,7.6
16819,310.42,33.6,1.9,-2.1,7.6,7.8,9.0
16820,310.44,36.9,1.6,-0.9,9.2,9.5,10.5
16821,310.46,39.1,2.0,0.0,10.4,10.7,11.5
16822,310.48,39.2,2.0,-0.8,10.5,10.8,11.9
16823,310.5,40.6,2.2,-0.1,11.3,11.6,12.5
16824,310.52,42.2,1.7,-0.2,12.2,12.6,13.6
16825,310.54,43.1,1.9,-0.8,12.8,13.2,14.5
16826,310.56,40.1,1.4,1.2,10.9,11.3,11.7
16827,310.58,41.7,1.7,-0.2,11.9,12.3,13.3
16828,310.6,43.5,2.0,-0.7,13.1,13.5,14.8
16829,310.62,41.8,1.0,1.0,11.9,12.4,12.9
16830,310.64,43.9,2.0,-0.7,13.4,13.8,15.1
16831,310.66,44.7,1.5,-1.2,13.8,14.3,15.9
16832,310.68,46.4,1.8,-1.0,15.1,15.6,17.2
16833,310.7,43.8,1.4,-0.7,13.2,13.7,15.0
16834,310.72,44.9,1.6,-0.5,14.0,14.5,15.8
16835,310.74,43.2,1.9,-1.0,12.9,13.3,14.7
16836,310.76,43.4,2.6,-0.7,13.1,13.4,14.7
16837,310.78,41.4,1.6,0.2,11.7,12.1,12.9
16838,310.8,42.8,1.8,-0.6,12.6,13.0,14.2
16839,310.82,42.0,2.4,-0.7,12.2,12.5,13.7
16840,310.84,43.7,2.0,0.0,13.2,13.6,14.6
16841,310.86,40.1,1.4,0.6,10.9,11.3,11.9
16842,310.88,43.4,2.0,0.7,13.0,13.4,14.1
16843,310.9,42.5,1.8,-0.1,12.4,12.8,13.8
16844,310.92,44.5,1.5,-0.3,13.7,14.2,15.4
16845,310.94,42.5,1.8,0.4,12.4,12.8,13.6
16846,310.96,43.5,2.0,0.0,13.1,13.5,14.5
16847,310.98,43.5,2.0,0.0,13.1,13.5,14.5
16848,311.0,45.5,2.3,-0.2,14.5,14.9,16.1
16849,311.02,45.8,1.7,-0.2,14.6,15.1,16.3
16850,311.04,45.6,1.7,-0.4,14.5,15.0,16.3
16851,311.06,45.4,1.7,-0.7,14.3,14.8,16.2
16852,311.08,42.9,1.9,0.2,12.7,13.1,14.0
16853,311.1,42.9,1.9,-0.6,12.7,13.1,14.3
16854,311.12,42.6,1.8,0.4,12.5,12.9,13.7
16855,311.14,43.1,1.9,-0.3,12.8,13.2,14.3
16856,311.16,43.8,2.0,0.0,13.3,13.7,14.7
16857,311.18,39.1,2.0,-0.6,10.4,10.7,11.7
16858,311.2,41.8,2.4,0.3,12.1,12.4,13.2
16859,311.22,42.5,1.8,-0.4,12.4,12.8,13.9
16860,311.24,43.9,2.0,-0.2,13.4,13.8,14.9
16861,311.26,47.0,1.9,-1.1,15.5,16.0,17.7
16862,311.28,44.5,2.1,-0.3,13.8,14.2,15.4
16863,311.3,47.0,1.9,-1.1,15.5,16.0,17.7
16864,311.32,46.2,1.8,-0.6,14.9,15.4,16.8
16865,311.34,43.4,2.0,0.0,13.0,13.4,14.4
16866,311.36,43.8,2.0,-0.4,13.3,13.7,14.9
16867,311.38,43.7,2.0,-0.5,13.2,13.6,14.8
16868,311.4,44.7,2.2,-0.8,13.9,14.3,15.7
16869,311.42,47.2,2.0,-1.7,15.7,16.2,18.2
16870,311.44,47.6,1.5,-1.0,15.9,16.5,18.2
16871,311.46,47.2,2.0,-1.9,15.7,16.2,18.3
16872,311.48,50.7,2.0,-2.0,18.4,19.0,21.5
16873,311.5,49.6,1.8,-2.0,17.5,18.1,20.5
16874,311.52,50.6,2.0,-1.9,18.3,18.9,21.3
16875,311.54,49.5,1.8,-1.9,17.4,18.0,20.3
16876,311.56,48.8,1.7,-2.0,16.8,17.4,19.7
16877,311.58,44.2,1.5,-0.8,13.5,14.0,15.4
16878,311.6,42.9,1.2,-0.1,12.6,13.1,14.1
16879,311.62,45.1,1.6,0.2,14.1,14.6,15.6
16880,311.64,44.5,0.9,1.0,13.6,14.2,14.8
16881,311.66,41.5,1.6,1.5,11.8,12.2,12.5
16882,311.68,40.7,0.8,1.8,11.2,11.7,11.9
16883,311.7,38.6,1.1,1.9,10.0,10.4,10.5
16884,311.72,40.6,0.7,1.2,11.1,11.6,12.0
16885,311.74,45.4,1.7,-0.2,14.3,14.8,16.0
16886,311.76,42.5,1.1,0.8,12.3,12.8,13.4
16887,311.78,38.6,1.1,1.3,10.0,10.4,10.7
16888,311.8,45.5,1.7,-0.4,14.4,14.9,16.2
16889,311.82,43.8,1.4,0.3,13.2,13.7,14.6
16890,311.84,42.5,1.1,0.6,12.3,12.8,13.5
16891,311.86,40.6,0.7,2.0,11.1,11.6,11.7
16892,311.88,40.4,1.4,0.4,11.1,11.5,12.2
16893,311.9,42.9,1.2,0.9,12.6,13.1,13.7
16894,311.92,43.9,1.4,0.5,13.3,13.8,14.6
16895,311.94,43.1,1.9,0.2,12.8,13.2,14.1
16896,311.96,46.0,1.8,-0.4,14.8,15.3,16.6
16897,311.98,48.0,2.1,-0.5,16.3,16.8,18.3
16898,312.0,47.2,2.0,-1.0,15.7,16.2,17.9
16899,312.02,47.1,1.4,-0.2,15.5,16.1,17.4
16900,312.04,45.5,1.7,-0.4,14.4,14.9,16.2
16901,312.06,47.2,2.0,-1.0,15.7,16.2,17.9
16902,312.08,45.4,1.7,-0.7,14.3,14.8,16.2
16903,312.1,47.6,2.0,-0.8,16.0,16.5,18.1
16904,312.12,46.7,1.9,-0.3,15.3,15.8,17.1
16905,312.14,43.8,1.4,0.0,13.2,13.7,14.7
16906,312.16,46.6,1.9,-0.1,15.2,15.7,16.9
16907,312.18,48.0,2.1,-0.9,16.3,16.8,18.5
16908,312.2,46.7,1.9,-0.7,15.3,15.8,17.3
16909,312.22,48.9,1.7,-1.0,16.9,17.5,19.3
16910,312.24,47.1,1.4,-0.2,15.5,16.1,17.4
16911,312.26,40.9,1.5,1.2,11.4,11.8,12.2
16912,312.28,42.5,1.1,1.6,12.3,12.8,13.1
16913,312.3,48.3,1.6,-0.5,16.4,17.0,18.5
16914,312.32,48.5,2.2,-0.7,16.7,17.2,18.8
16915,312.34,47.9,2.1,-0.3,16.2,16.7,18.1
16916,312.36,48.6,2.2,-0.6,16.8,17.3,18.9
16917,312.38,48.6,2.2,-1.0,16.8,17.3,19.1
16918,312.4,48.6,2.2,-0.6,16.8,17.3,18.9
16919,312.42,46.4,1.8,0.1,15.1,15.6,16.7
16920,312.44,49.3,2.3,-1.3,17.3,17.8,19.8
16921,312.46,49.5,1.8,-1.1,17.4,18.0,19.9
16922,312.48,50.0,1.9,-1.6,17.8,18.4,20.6
16923,312.5,47.2,2.0,-0.2,15.7,16.2,17.5
16924,312.52,50.2,1.9,-1.4,18.0,18.6,20.7
16925,312.54,48.4,1.6,-0.5,16.5,17.1,18.6
16926,312.56,48.6,2.2,-0.8,16.8,17.3,19.0
16927,312.58,47.9,2.1,-0.3,16.2,16.7,18.1
16928,312.6,46.4,1.8,-1.0,15.1,15.6,17.2
16929,312.62,47.6,2.0,-0.8,16.0,16.5,18.1
16930,312.64,45.8,1.7,-0.8,14.6,15.1,16.6
16931,312.66,47.4,2.0,-0.8,15.8,16.3,17.9
16932,312.68,42.8,1.8,-0.1,12.6,13.0,14.0
16933,312.7,43.2,1.9,-0.3,12.9,13.3,14.4
16934,312.73,42.8,1.8,0.9,12.6,13.0,13.6
