"Exp","Site","Hole","Core","Type","Sect","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","NGR total counts (cps)","Error (cps)","Relative Error","Timestamp (UTC)","Instrument","Text ID","Test No.","Sample comments","Test comments","Result comments"
"349","U1431","E","41","R","6","120.0","931.030","931.030","2.921","0.149","0.051","2014-02-12 06:34:42","NGR System","SECT5415171","57382981","","",""
"349","U1431","E","41","R","6","130.0","931.130","931.130","2.581","0.195","0.076","2014-02-12 06:34:42","NGR System","SECT5415171","57382981","","",""
"349","U1431","E","41","R","7","0.0","931.160","931.160","2.880","0.352","0.122","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","10.0","931.260","931.260","2.881","0.185","0.064","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","20.0","931.360","931.360","2.599","0.143","0.055","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","30.0","931.460","931.460","2.763","0.145","0.052","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","40.0","931.560","931.560","2.851","0.163","0.057","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","50.0","931.660","931.660","3.024","0.165","0.054","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","60.0","931.760","931.760","2.561","0.159","0.062","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","70.0","931.860","931.860","2.781","0.162","0.058","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","80.0","931.960","931.960","1.955","0.155","0.079","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","7","90.0","932.060","932.060","1.095","0.166","0.151","2014-02-12 06:49:31","NGR System","SECT5415201","57387191","","",""
"349","U1431","E","41","R","8","0.0","932.140","932.140","1.361","0.303","0.223","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","10.0","932.240","932.240","1.160","0.160","0.138","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","20.0","932.340","932.340","1.076","0.124","0.115","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","30.0","932.440","932.440","1.003","0.123","0.122","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","40.0","932.540","932.540","1.058","0.144","0.136","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","50.0","932.640","932.640","1.044","0.143","0.137","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","60.0","932.740","932.740","1.304","0.146","0.112","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","70.0","932.840","932.840","0.924","0.141","0.153","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","80.0","932.940","932.940","1.043","0.144","0.138","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","41","R","8","90.0","933.040","933.040","0.846","0.168","0.198","2014-02-12 07:02:02","NGR System","SECT5415231","57387861","","",""
"349","U1431","E","42","R","1","0.0","933.200","933.200","3.083","0.360","0.117","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","10.0","933.300","933.300","3.212","0.190","0.059","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","20.0","933.400","933.400","3.662","0.155","0.042","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","30.0","933.500","933.500","3.352","0.151","0.045","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","40.0","933.600","933.600","3.697","0.171","0.046","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","50.0","933.700","933.700","3.828","0.173","0.045","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","60.0","933.800","933.800","3.708","0.171","0.046","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","70.0","933.900","933.900","4.044","0.174","0.043","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","80.0","934.000","934.000","3.372","0.167","0.050","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","90.0","934.100","934.100","3.689","0.171","0.046","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","100.0","934.200","934.200","3.876","0.171","0.044","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","110.0","934.300","934.300","3.660","0.169","0.046","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","120.0","934.400","934.400","3.535","0.157","0.044","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","1","130.0","934.500","934.500","3.591","0.204","0.057","2014-02-12 12:15:31","NGR System","SECT5416601","57498331","","",""
"349","U1431","E","42","R","2","0.0","934.550","934.550","3.163","0.363","0.115","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","10.0","934.650","934.650","3.782","0.198","0.052","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","20.0","934.750","934.750","3.632","0.154","0.042","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","30.0","934.850","934.850","3.399","0.152","0.045","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","40.0","934.950","934.950","2.517","0.160","0.063","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","50.0","935.050","935.050","2.797","0.162","0.058","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","60.0","935.150","935.150","3.328","0.167","0.050","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","70.0","935.250","935.250","3.094","0.165","0.053","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","80.0","935.350","935.350","3.596","0.170","0.047","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","90.0","935.450","935.450","3.119","0.165","0.053","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","100.0","935.550","935.550","3.093","0.163","0.053","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","110.0","935.650","935.650","3.373","0.166","0.049","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","120.0","935.750","935.750","3.362","0.148","0.044","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","130.0","935.850","935.850","3.369","0.148","0.044","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","140.0","935.950","935.950","3.381","0.193","0.057","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","2","150.0","936.050","936.050","3.290","0.368","0.112","2014-02-12 13:07:39","NGR System","SECT5416631","57503261","","",""
"349","U1431","E","42","R","3","0.0","936.050","936.050","3.439","0.374","0.109","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","10.0","936.150","936.150","3.679","0.197","0.054","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","20.0","936.250","936.250","3.753","0.156","0.041","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","30.0","936.350","936.350","3.939","0.158","0.040","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","40.0","936.450","936.450","4.044","0.175","0.043","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","50.0","936.550","936.550","4.301","0.177","0.041","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","60.0","936.650","936.650","4.031","0.174","0.043","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","70.0","936.750","936.750","4.068","0.175","0.043","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","80.0","936.850","936.850","3.942","0.173","0.044","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","90.0","936.950","936.950","4.409","0.177","0.040","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","100.0","937.050","937.050","4.383","0.181","0.041","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","3","110.0","937.150","937.150","4.602","0.211","0.046","2014-02-12 14:21:44","NGR System","SECT5416661","57504641","","",""
"349","U1431","E","42","R","4","0.0","937.330","937.330","3.853","0.390","0.101","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","10.0","937.430","937.430","3.170","0.189","0.060","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","20.0","937.530","937.530","2.579","0.142","0.055","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","30.0","937.630","937.630","1.809","0.133","0.074","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","40.0","937.730","937.730","1.224","0.145","0.119","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","50.0","937.830","937.830","1.291","0.146","0.113","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","60.0","937.930","937.930","1.294","0.146","0.113","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","70.0","938.030","938.030","1.161","0.144","0.124","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","80.0","938.130","938.130","1.449","0.147","0.101","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","90.0","938.230","938.230","1.059","0.143","0.135","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","100.0","938.330","938.330","0.900","0.139","0.154","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","110.0","938.430","938.430","1.287","0.148","0.115","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","4","120.0","938.530","938.530","1.442","0.170","0.118","2014-02-12 15:09:00","NGR System","SECT5416691","57509031","","",""
"349","U1431","E","42","R","5","0.0","938.570","938.570","2.044","0.323","0.158","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","10.0","938.670","938.670","1.612","0.166","0.103","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","20.0","938.770","938.770","1.936","0.135","0.070","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","30.0","938.870","938.870","2.693","0.144","0.053","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","40.0","938.970","938.970","2.604","0.160","0.062","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","50.0","939.070","939.070","2.761","0.162","0.059","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","60.0","939.170","939.170","2.711","0.161","0.059","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","70.0","939.270","939.270","3.498","0.169","0.048","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","80.0","939.370","939.370","3.272","0.166","0.051","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","90.0","939.470","939.470","2.019","0.153","0.076","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","100.0","939.570","939.570","1.795","0.153","0.085","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","5","110.0","939.670","939.670","2.561","0.195","0.076","2014-02-12 15:31:27","NGR System","SECT5416721","57512821","","",""
"349","U1431","E","42","R","6","0.0","939.730","939.730","1.426","0.305","0.214","2014-02-12 16:01:31","NGR System","SECT5416751","57513621","","",""
"349","U1431","E","42","R","6","10.0","939.830","939.830","1.924","0.171","0.089","2014-02-12 16:01:31","NGR System","SECT5416751","57513621","","",""
"349","U1431","E","42","R","6","20.0","939.930","939.930","2.162","0.137","0.064","2014-02-12 16:01:31","NGR System","SECT5416751","57513621","","",""
"349","U1431","E","42","R","6","30.0","940.030","940.030","2.176","0.138","0.063","2014-02-12 16:01:31","NGR System","SECT5416751","57513621","","",""
"349","U1431","E","42","R","6","40.0","940.130","940.130","1.811","0.152","0.084","2014-02-12 16:01:31","NGR System","SECT5416751","57513621","","",""
"349","U1431","E","42","R","6","50.0","940.230","940.230","2.307","0.157","0.068","2014-02-12 16:01:31","NGR System","SECT5416751","57513621","","",""
"349","U1431","E","42","R","6","60.0","940.330","940.330","2.796","0.168","0.060","2014-02-12 16:01:31","NGR System","SECT5416751","57513621","","",""
"349","U1431","E","42","R","6","70.0","940.430","940.430","2.508","0.228","0.091","2014-02-12 16:01:31","NGR System","SECT5416751","57513621","","",""
"349","U1431","E","43","R","1","0.0","942.900","942.900","1.775","0.315","0.177","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","10.0","943.000","943.000","1.977","0.172","0.087","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","20.0","943.100","943.100","1.956","0.135","0.069","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","30.0","943.200","943.200","1.819","0.133","0.073","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","40.0","943.300","943.300","1.904","0.153","0.080","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","50.0","943.400","943.400","2.581","0.160","0.062","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","60.0","943.500","943.500","1.734","0.151","0.087","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","70.0","943.600","943.600","1.648","0.150","0.091","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","80.0","943.700","943.700","1.802","0.151","0.084","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","90.0","943.800","943.800","1.872","0.155","0.083","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","1","100.0","943.900","943.900","2.440","0.193","0.079","2014-02-12 17:06:14","NGR System","SECT5418581","57520351","","",""
"349","U1431","E","43","R","2","0.0","943.960","943.960","1.332","0.302","0.227","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","10.0","944.060","944.060","1.430","0.164","0.114","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","20.0","944.160","944.160","2.236","0.138","0.062","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","30.0","944.260","944.260","2.716","0.144","0.053","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","40.0","944.360","944.360","2.204","0.156","0.071","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","50.0","944.460","944.460","2.611","0.161","0.061","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","60.0","944.560","944.560","2.531","0.159","0.063","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","70.0","944.660","944.660","3.401","0.168","0.049","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","80.0","944.760","944.760","2.799","0.162","0.058","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","90.0","944.860","944.860","2.252","0.156","0.069","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","100.0","944.960","944.960","2.336","0.155","0.066","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","110.0","945.060","945.060","2.100","0.153","0.073","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","120.0","945.160","945.160","2.366","0.136","0.058","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","130.0","945.260","945.260","1.916","0.131","0.068","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","140.0","945.360","945.360","2.294","0.176","0.077","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","2","150.0","945.460","945.460","1.757","0.315","0.179","2014-02-12 17:53:37","NGR System","SECT5418611","57532981","","",""
"349","U1431","E","43","R","3","0.0","945.460","945.460","1.877","0.318","0.169","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","10.0","945.560","945.560","1.669","0.167","0.100","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","20.0","945.660","945.660","2.146","0.137","0.064","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","30.0","945.760","945.760","2.283","0.139","0.061","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","40.0","945.860","945.860","2.658","0.161","0.061","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","50.0","945.960","945.960","2.898","0.164","0.056","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","60.0","946.060","946.060","2.041","0.154","0.075","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","70.0","946.160","946.160","2.354","0.157","0.067","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","80.0","946.260","946.260","2.046","0.154","0.075","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","90.0","946.360","946.360","1.659","0.149","0.090","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","100.0","946.460","946.460","1.790","0.149","0.083","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","110.0","946.560","946.560","1.723","0.153","0.089","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","43","R","3","120.0","946.660","946.660","2.181","0.182","0.083","2014-02-12 18:08:43","NGR System","SECT5418641","57536291","","",""
"349","U1431","E","44","R","1","0.0","952.600","952.600","3.483","0.375","0.108","2014-02-12 19:00:17","NGR System","SECT5421471","57540141","","",""
"349","U1431","E","44","R","1","10.0","952.700","952.700","2.741","0.183","0.067","2014-02-12 19:00:17","NGR System","SECT5421471","57540141","","",""
"349","U1431","E","44","R","1","20.0","952.800","952.800","3.149","0.149","0.047","2014-02-12 19:00:17","NGR System","SECT5421471","57540141","","",""
"349","U1431","E","44","R","1","30.0","952.900","952.900","3.493","0.153","0.044","2014-02-12 19:00:17","NGR System","SECT5421471","57540141","","",""
"349","U1431","E","44","R","1","40.0","953.000","953.000","4.037","0.175","0.043","2014-02-12 19:00:17","NGR System","SECT5421471","57540141","","",""
"349","U1431","E","44","R","1","50.0","953.100","953.100","3.479","0.177","0.051","2014-02-12 19:00:17","NGR System","SECT5421471","57540141","","",""
"349","U1431","E","44","R","1","60.0","953.200","953.200","1.970","0.221","0.112","2014-02-12 19:00:17","NGR System","SECT5421471","57540141","","",""
"349","U1431","E","45","R","1","0.0","962.300","962.300","1.622","0.310","0.191","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","10.0","962.400","962.400","3.307","0.191","0.058","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","20.0","962.500","962.500","11.542","0.224","0.019","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","30.0","962.600","962.600","25.346","0.310","0.012","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","40.0","962.700","962.700","27.754","0.331","0.012","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","50.0","962.800","962.800","29.041","0.337","0.012","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","60.0","962.900","962.900","28.124","0.333","0.012","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","70.0","963.000","963.000","29.081","0.337","0.012","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","80.0","963.100","963.100","27.870","0.426","0.015","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","1","90.0","963.200","963.200","23.721","0.556","0.023","2014-02-12 20:55:46","NGR System","SECT5422231","57546111","","",""
"349","U1431","E","45","R","2","0.0","963.220","963.220","17.965","1.123","0.063","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","10.0","963.320","963.320","23.132","0.517","0.022","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","20.0","963.420","963.420","24.689","0.307","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","30.0","963.520","963.520","24.306","0.304","0.013","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","40.0","963.620","963.620","26.177","0.323","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","50.0","963.720","963.720","29.507","0.340","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","60.0","963.820","963.820","29.488","0.339","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","70.0","963.920","963.920","28.674","0.335","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","80.0","964.020","964.020","27.306","0.328","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","90.0","964.120","964.120","26.566","0.325","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","100.0","964.220","964.220","27.993","0.331","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","110.0","964.320","964.320","28.943","0.336","0.012","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","120.0","964.420","964.420","27.411","0.409","0.015","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","2","130.0","964.520","964.520","26.042","0.547","0.021","2014-02-12 21:15:06","NGR System","SECT5422261","57547111","","",""
"349","U1431","E","45","R","3","0.0","964.570","964.570","23.241","1.418","0.061","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","10.0","964.670","964.670","24.294","0.537","0.022","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","20.0","964.770","964.770","23.979","0.303","0.013","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","30.0","964.870","964.870","23.753","0.301","0.013","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","40.0","964.970","964.970","20.801","0.294","0.014","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","50.0","965.070","965.070","24.414","0.314","0.013","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","60.0","965.170","965.170","30.854","0.346","0.011","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","70.0","965.270","965.270","28.194","0.333","0.012","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","80.0","965.370","965.370","24.016","0.311","0.013","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","90.0","965.470","965.470","28.629","0.335","0.012","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","100.0","965.570","965.570","31.836","0.350","0.011","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","110.0","965.670","965.670","33.463","0.358","0.011","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","120.0","965.770","965.770","28.656","0.326","0.011","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","130.0","965.870","965.870","25.949","0.391","0.015","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","45","R","3","140.0","965.970","965.970","24.203","0.426","0.018","2014-02-12 21:30:57","NGR System","SECT5422291","57547341","","",""
"349","U1431","E","46","R","1","0.0","972.000","972.000","4.355","0.412","0.095","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","10.0","972.100","972.100","2.794","0.184","0.066","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","20.0","972.200","972.200","2.516","0.142","0.056","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","30.0","972.300","972.300","2.576","0.142","0.055","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","40.0","972.400","972.400","2.161","0.156","0.072","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","50.0","972.500","972.500","2.418","0.159","0.066","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","60.0","972.600","972.600","2.374","0.158","0.066","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","70.0","972.700","972.700","2.641","0.160","0.061","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
"349","U1431","E","46","R","1","80.0","972.800","972.800","2.812","0.162","0.058","2014-02-13 06:03:38","NGR System","SECT5422611","57560991","","",""
